review,sentiment
"If this is all the Watchowski's have to offer in terms of a back story to the Matrix, than I really have to question the claims of all of the fans who believe that the movies are intended to register on a deeper level. The second renaissance, while visually stunning & beautiful is, story-wise cliched & ludicrous. How many times have we heard the story of humans relying too much on technology, humans all-too eager to make war, humans basically destroying themselves? There is nothing new here. And I have another question. Considering the plot of the second renaissance, doesn't that make the machines the good guys?! The machines are oppressed for generations by their cruel human overmasters. They fight back, win their freedom and seek to establish a peaceful harmonious coexistence with the humans, who reject them in favor of all-out war, which the cleverer machines naturally win. If this is the back-story, then we shouldn't be rooting for Neo, we should be rooting for the machines! The humans were cruel and oppressive, while the machines were courageous and attepted to be compassionate. Since I do not believe that the Watchowski's intend for us to favor the machines over the humans, I have to believe that the Second Renaissance was simply a misguided attempt @ creating a back-story.",negative
"The comic banter between William Powell and Jean Arthur is the highlight of this murder mystery, which has one of the most bizarre and unlikely plots ever. Powell is probably the most suave detective of the 30's, and Arthur has a unique voice which often sounds like a succession of tiny tinkly bells. They are extremely fun to watch, so take the brashness of the plot with a grain of salt and just enjoy seeing it unfold. Eric Blore also has some comic turns as Powell's butler.<br /><br />Powell's contract with MGM included a clause which allowed him to reject being loaned out to another studio, but he wanted to work again with Arthur and he liked the script, so he eagerly accepted the assignment. They had worked together in two 1929 Paramount films, The Canary Murder Case and The Greene Murder Case, both in the Philo Vance series.",positive
"Somehow they summed up the 60's, ten years that radically changed our country, in four hours. And what a painful four hours it was. They trivilized the major events and happenings and they ""claimed"" it was about two families yet you barely saw the african-american family. If I were NBC I would be ashamed and embarrassed for airing such trash. What was amusing was this happy-go-lucky family you saw in the very beginning was tortured in so many ways, but managed to attend every major 60's event through the country. And the second family was such a non-factor. They devoted maybe five or six scenes total to this family. That poor son... Please NBC, do not make any movies about any other eras....leave that to PBS and the History Channel",negative
"Witticisms, colorful characters, family relationships, coping with hardships, living with fun and humor. This film has it all and more. What a great 'every man (and woman)' story, with a top notch plot and script. It offers just clean fun, lots of laughter, many smiles and pure entertainment for the whole family. Other reviewers describe the story some. I'll just offer this comparison teaser  it's part ""Best of Show,"" ""Grumpy Old Men,"" ""Millions,"" and some other comedy and life flicks rolled into one.<br /><br />This gem of a film most likely had limited release and is probably not very available to rent. But, it's now out on DVD and I highly recommend it for purchase. If you like good old-fashioned fun and entertaining films for the family, you can't miss with ""Manna from Heaven."" This film is a sure fire cure for the blues or to chase the gloom away on nasty weather days or rough times.",positive
"This film ain't half bad. It may be a little long at times, but carried along by beautiful scenery, an IMMENSELY beautiful love letter and great actors, you forget time and enjoy. The grand prize, however, goes to Blythe Danner and Geraldine McEwan as..........well that would be telling, but they are just GREAT!",positive
"It's unbelievable but the fourth is better than the second and the third. After the third that was awful, it's incredible how they could have an unexpected sequel with new ideas. Chuck is the same nasty doll of the previous movies. Interesting the final that lets know that a fifth can be done....",positive
"Felt it was very balanced in showing what Jehovahs Witnesses have done in protecting American freedoms. It also showed the strong faith of two families who were first generation witnesses. I also appreciated how it showed how by becoming a Jehovahs Witness affects non-witness family members and how hard it is for them to accept the fact that they don't celebrate holidays, the sad part is that non-witness families do not think of having their witness family over for family dinners/visits or give them gifts at any other times but for holidays or birthdays. When it comes to medical care the witnesses want and expect a high standard of medical care, what people forget is that blood transfusions allow for sloppy medical care and surgeries whereas bloodless treatments causes the medical team to be highly skilled and trained, which would you prefer to treat your loved ones? I highly recommend this video!",positive
"So I don't ruin it for you, I'll be very brief. There's some great acting and funny lines from the attractive cast. A young graduate of Harvard Med School (Brian White) finds out he doesn't know as much as he thinks about people. He goes to a small hospital in Florida for his internship because a girlfriend (Mya) left him for a job as a TV Producer. His Senior Resident (Wood Harris), helped marvelously by his 'creative collaborator'(Zoe Saldana) bring him up to speed. They help protect his career and show him the wider possibilities that come from being a compassionate doctor instead of a player who just wants to make money (as seems to be true for many of my pre-med friends).",positive
A dedicated Russian Scientist dreams of going to Mars. He eventually gets there but it takes the whole film before we are able to have a laugh at the Russian style of Revolution in Mars.,negative
"***SPOILERS*** Whatever else can (or can't) be said about it, SURFACE is superbly crafted. The cinematography is simply stunning (to say the least) and the fx are nothing if not state-of-the-art. Conceptually, the show offers a little bit of everything- and for just about everybody (parents, kids, fantasy and/or fx fans). CLOSE ENCOUNTERS OF THE THIRD KIND by way of CREATURE FROM THE BLACK LAGOON with a bit of JAWS and GODZILLA thrown in for good measure, say. And there wasn't a single sour note struck acting-wise, either; some surprisingly solid casting, here. This series SURFACEd, seemingly, from out of nowhere and, by sheer dint of its straightforward storytelling, carried the viewer along for the better part of an entire season. All things considered, a job very well done. I only hope it reSURFACEs next season...",positive
"Sure it is a new take on vampires. Who cares. I would rather the old take if it is entertaining. This was not entertaining. It was a dull story, poorly acted, with annoying cinematography. Save your money, don't even watch it on video.",negative
"Extremely funny. More gags in each one of these episodes than in ten years of Friends. And with a good (ie. funny) Nordberg, not the fab-only-casted OJ Simpson in the movies. When will these episodes emerge on DVD?...",positive
"Hm. While an enjoyable movie to poke plot holes, point out atrocious acting, primitive (at best) special effects (all of which have caused me to view this movie three times over the past six years), Severed ranks among the worst I've ever seen. I'm never sure who the protagonists are, all I know is that the killer uses a portable guillotine, as seen in the dance floor murder scene. All in all, I don't really like the movie, because only the first 30 minutes are enjoyable, the rest is a mishmash of confusing dialog and imagery that fail to progress the story to a logical conclusion (which I can't remember anyway).",negative
"Why is impossible to write in french ? Very Kitch! This journey in the center of the earth is despicable technical possibilities nevertheless current in 1976. These big ""Casimir"" of monsters is completely ridiculous! The film deserve however a ""remake"", as was ""KING KONG"" (the last one), with a little more supplied scenario. The professor has resemblances with the Professor Calculus and is rather funny. David (the character) is enough inconsistent but cross(spend) to the people from below a good message "" you unite and will overcome you! "" Altogether we would say a film made in the 40s. Now that I said everything (or almost) the evil of which i thought of it, we can say that if we have the brain get tired or anything has to see of the other one, then the thing(matter) is even rather entertaining. Hugh! Such is my opinion! (translating French to English with ""Reverso"" : sorry for possible mistakes !)",negative
"I seem to notice that a lot of people have never seen this movie, and those that have usually dismiss it as garbage... that's pretty bad really.<br /><br />The first time I saw this movie, I admittedly was almost one of those people... thank God I'm patient, otherwise I would have never found such a classic.<br /><br />As goofy as this movie is, it's also a must have for anyone who is either a fan of 80's movies, or just happens to have a sense of humor.<br /><br />I know that there are a lot of people out there that will tell you that this movie is sort of derivative of Better Off Dead... so what if it is? They were both excellent movies!<br /><br />I can honestly say that Savage Steve Holland is a genius! 10/10",positive
"Mikio Naruse's examination of the lives of three idling, constantly complaining, single ex-geishas in post-war Japan is a wonderful character piece. They used to be friends in the old days but now their relationship is strained because one of the women has become a successful moneylender and the other two owe her. Although the moneylender is the only one who has become successful in this rebuilding economy, she is the only one of the three that has no children. The other two each have a child whom they depend upon for income, because neither of them work. Complications ensue when the kids decide to get married (though not to each other) and leave home. This leads to the bitter, grumbling old women to become even more bitter and grumbling, getting drunk and bemoaning their rotten children and inconsiderate friend the moneylender. Meanwhile the moneylender is herself unhappy, despite her fortunes. She has no one besides her young deaf maid to keep her company and chance encounters with two former lovers from her geisha days lead nowhere - all they really want is to borrow money from her. The three characters are all neck-deep in the quicksand of their own bored lives and are too weary to struggle much, usually opting instead to resign themselves to the futility of it all or, at the very most, toss complaints back and forth to each other.<br /><br />""Late Chrysanthemums"" is very slow-moving and not much actually happens but Naruse, like all great directors, has the ability to do much with very little. I haven't seen much of his work but I suspect that this isn't his best, even though it is very good. The problem, I think, is that it all doesn't seem to amount to much. But the film is full of good points. Although it is cynical, it isn't overly so. Naruse seems to sympathize with his desperate characters, and he paints vivid portraits that make the characters seem even somewhat noble in the squalor of their self-made misery. While the film isn't a must-see, it is important as a fragment of the work of a great little-known (outside of his own country) director, precious little of which is available on video here in the U. S.",positive
"Giallo fans, seek out this rare film. It is well written, and full of all sorts of the usual low lifes that populate these films. I don't want to give anything away, so I wont even say anything about the plot. The whole movie creates a very bizarre atmosphere, and you don't know what to expect or who to suspect. Recommended! The only place I've seen to get this film in english is from European Trash Cinema, for $15.",positive
"This isn't Masterpiece Theater. You shouldn't go into it expecting that. This is pure girl FUN with the most fantastic cast of female leads. Like someone else here said, this is the film Baby Mama was meant to be. And the only downside I see to this film is that Tina Fey was not in it- besides that it stars the smartest and brightest girls on the planet. The film is pure silliness on the surface, but if you really watch you will know it has a lot of messages and deep meaning to any of us who wish they could go back and do it all over again in life knowing then what we know now. PURE FUN and I recommend it to anyone looking for 84 minutes of great escape.",positive
"The acting was horrible and they got both of the sports wrongggg.......not only did they get the figure skating rules wrong, but also they rules of GIRLS Ice Hockey. In GIRLS ice hockey you cannot check. You also don't BLOCK for someone. Not all they girls are disgusting gross mean and big. I play hockey and I'm only 4'11 and have been asked to go to schools like the one in the movie. Also not all hockey players hate figure skaters. A lot of current girls hockey players were once figure skaters themselves. Also we skate A LOT faster then the ones in the movie. I was embarrassed by the movie it gave people the idea that we suck.......although i must mention that it is difficult to transition between the sports because of the toe pick on the figure skates.....also some of those twirly moves KAtelin was doing on the ice you couldn't do in a regular hockey game. She basically tripped the person, which is illigal. Its also unrealistic that she would get a HOCKEY scholarship when she figure skates. That really made me angry that scholarship would normally be used to someone who could benefit the team.",negative
"The father of the Who's alcoholic drummer, Keith Moon, was named Arthur. I found so many similarities between Dudley Moore and Keith Moon in this movie. Liza Minelli, who usually OVERACTS, did quite a good job in this one, and was able to turn cheek on Dudley Moore in every turn. Yes, I agree, Sir John stole absolutely every scene. It was a very ""different"" movie, enabling the viewer to have a glimpse into another life. We often try to catch a rerun of this movie on satellite. God rest Dudley Moore; this was such an enjoyable movie. Much satire and thumbs down to the rich and snobby/affluent. The close friendship between Moore and Sir John is rather endearing.",positive
"""I fear you speak upon the rack, where men enforced do speak anything."" This Shakespearean line from The Merchant of Venice is echoed again in the new film Rendition which introduces the viewer to the ""enhanced methods of interrogation"", renditions, which began in the Clinton Administration and have become more commonplace since the terror attacks of September 11, 2001.<br /><br />The film features an all-star cast, with Oscar winners Meryl Streep, Alan Arkin, and Reese Witherspoon, as well as Peter Sarsgaard, Jake Gyllenhaal, and Omar Metwally. Supporting roles filled by unfamiliar actors deliver as well, sucking the audience into the plot, and showing how many people can be affected by overseas terror attacks, and our means of investigating them.<br /><br />Rendition follows an Egyptian born terrorism suspect (Metwally) who is taken by U.S. officials following his flight from South Africa to Washington DC to an undisclosed prison overseas. His pregnant wife (Witherspoon) ventures to Washington DC to find out about his disappearance through a family friend and Senator's employee (Sarsgaard). Gyllenhaal plays a young CIA analyst at the overseas detention facility who monitors the violent interrogation.<br /><br />This film follows the emotional plights of the torture victim (Metwally), and those involved in obtaining the supposed information from him. Some, like the CIA analyst (Gyllenhaal), are visibly shaken and horrified by the methods exercised, while others, the stern Senator (Streep) and foreign interrogator (Yigal Naor), see it as necessary and effective.<br /><br />The film may be described by some as a political piece, but is ultimately an emotional one. Metwally's performance as the tortured prisoner is Oscar-worthy. The film does not intend to preach, but rather to question and inform the audience on a topic that does not often have a human face put on it. Renditions have been known to work, but have also been known to produce false information from innocent prisoners. The film simply depicts the emotional struggles of those involved in such grave business, and does so in a way that will affect every viewer differently. The film will keep your interest, and have you engaged in each of the character's plights.",positive
"This movie is a very enjoyable homage to the Bogart and other detective films of old. Robert Sacchi nails it as Bogie and Michelle Phillips is a truly timeless beauty as Gena Anastas. <br /><br />However, the most noteworthy portion of this film involves the longest belly dancing scene ever produced in a Hollywood film. One well-known professional instructor commented that nothing else in cinema comes close for dance excitement. <br /><br />The scene, which ends up being an important part of the plot, occurs in a lushly beautiful Middle Eastern nightclub and is by all accounts mesmerizing. The pulsating music, the swirling veils and ringing finger cymbals, free-flowing undulations and beautiful costumes - and a surprise twist involving the seductive Sybil Danning - build tension and excitement until the very end. <br /><br />The three talented and beautiful professional nightclub dancers are led by exotic brunette beauty Kamala Almanzar, one of the US' leading belly dancers since the mid-1970s. She was hand-picked by famed Armenian musician Guy Chookoorian to travel with his orchestra on the road. Guy's ensemble is the live band that the dancers perform to in the scene. If you watch the trailer on this site, you will see a glimpse of Kamala (playing the finger cymbals behind Sybil Danning). <br /><br />If you're not yet a fan of belly dancing, you will be after watching this movie, and if you're an aficionado, it holds up very well after repeated viewing.",positive
"Punishment Park is a brilliant piece of cinema. Shot in the Southern<br /><br />California desert using his patent faux documentary style, Watkins<br /><br />creates a film like no other. He follows two groups of prisoners (one<br /><br />pre-sentenced the other post-sentenced) throughout the picture. After <br /><br />they're tried by a military tribunal, they have the choice of either<br /><br />serving out a prison sentence or they can participate in Punishment<br /><br />Park (a grueling three day hike through the desert with nothing but the<br /><br />clothes on their backs) whilst being hunted down by local law<br /><br />enforcement officers who use the park as a live action training<br /><br />ground). I can't say enough about this movie. Sometimes it feels as if<br /><br />you're watching a real documentary. This is one of Peter Watkins most<br /><br />accessible films. I advise you to look out for it. You wont regret it!<br /><br />Highly recommended<br /><br />A+<br /><br />",positive
"What starts off fairly well (and quite disturbing) quickly sinks into an annoying mess.<br /><br />Dee Snider (of Twisted Sister infamy) apparently penned the screenplay from his own idea, and while the idea of a cyber-stalking pierce freak has potential, they really blow it here on uneven pacing, bad dialogue, and one of the greatest non-endings you'll ever see. Despite some lifeless performances, the director manages a genuinely creepy first reel. This really looks like it's going to be a good low-budget effort.<br /><br />No such luck. The plot goes all over the map, and Snider's character relentlessly spits out tiresome psychotic fortune cookie lines that are supposed to pass for meaningful dialogue. Worse, the supporting cast barely registers, and the only halfway believable dialogue comes from a young girl who helps a detective navigate the internet.<br /><br />What a waste of a great idea. Oh, and there is a new twisted Sister song, if you care.",negative
"Hak hap(Black Mask)is what I'd like to call a ballet with fists and explosions. Sure the plot has been tried and heard before, (A biologically engineered soldier that is part of a elite fighting force of supermen that decides he feels that killing and brute force aren't the ways to settle every thing and becomes a pacifist, and a librarian. But when he learns that the rest of his group is trying to get an antidote that will keep them alive by taking on the police -his best friend is a cop- he becomes the black mask.) the style that the movie goes for, very visual, works and at least for me is entertaining. I love martial arts movies that are a spectical. People flying around lighter than air and recovering a split second after impact keeps the pace and action non stop. But that is what this movie is about anyway right, a showcase of Jet Li doing what he does best, and that is spectacular showmanship of his skills, which to say the least are top notch. As with most of the fast action martial arts movies ala. Jackie Chan and Sammo Hung that are just now showing themselves here in the states for the first time, these movies are low on plot and high on amazing physical feats. But I must say, even with the large holes left in the plot (like how do we see him safe in his apartment when just one scene before he had 20 men that are no more than 15 feet from him with sign of escape? Who knows the scene just cuts to him in the apartment.......ohh well suspension of belief I guess) , the movie to me stays interesting. It is only until the last 20 minutes that the film seems to feel like it could have been a little shorter. But still all around a great high paced action movie.",positive
The Cure uses voice over to create an intense mood. Although the VO accounts for all of the film's lines it amazingly does not take away from the visual story. The use of multiple film stocks add a lot of texture to the story. The choice of combining b & w and color worked nicely to enhance the leaps in time. The ending will make you jump despite being able to anticipate the result. I was especially enjoyed the thrill of the film's suspense. The close-ups for the love scene are also lovely and reflect a tasteful eye. The piece is quite short but accomplishes a lot. The tight editing really helps to show off what a short film can do. Worth watching more than once!,positive
"I really can't understand how could someone give this disgusting film more than 1 star... How can you like such a retarded film, where all the animal abuse scenes are real? I don't even want to imagine the excruciating pain those innocent and defenseless living beings felt in those horrific moments... Jesus... What kind of ''human'' would torture them like that for no reason, or just for money? I tell you, that director is either mentally retarded, or he's just a monster with a ''heart'' of stone. Or both. He truly deserves to get his hands cut off and burn alive.<br /><br />It contains various horribly barbaric scenes that may cause shock, especially to sensitive persons and children: a real frog is skinned alive, fish are sadistically mutilated and thrown back into the water, a dog is beaten, birds are thrown into the water...<br /><br />This movie is more than awful; it has to be the worst and most retarded film ever made, along with another one, called ''Cannibal Holocaust'' or something like that. I'll never watch or buy any film directed by this heartless monster. No one should waste their time watching it, especially when there are a lot of TRULY great movies out there, in which all the animal abuse scenes are staged.<br /><br />Fortunately, only a few people liked this - which is natural, since it's the worst film ever -, so it wasn't successful. I hope this will make the retarded director realize that such unjustified barbaric acts of extreme cruelty and violence to REAL animals will NEVER be praised, and that he will stage all the animal abuse scenes in his following films. I truly believe that everyone receives but what they give! There will be a day when all the retarded and cruel ''humans'' will feel the same pain they once inflicted to others.<br /><br />This, however, is probably my only ''negative'' review. I usually don't comment on a movie if I dislike it, but this time I just couldn't shut up. I had to speak the truth, because animal abuse must stop!",negative
"This is such a revered and studied film, a classic among Hitchcock's many, it takes no cajoling to want to watch it again. Yet you think: can it hold up even when the huge (and clever, and amazing) trick of the plot is no surprise?<br /><br />Yes.<br /><br />And for starters there is the start, a profoundly beautiful and slick telling of the really the whole story, the gist of it. Two taxis, two men shown with their shoes, each walking onto the train, sitting then across from each other, and, oops, a mistake, a little nudge, and the conversation begins, and we see the men themselves. They are interchangeable. <br /><br />The tone here is characteristic of Hitchcock, as it is in many horror and suspense films-- cheery and light. We know entering the film, however, that this won't be the case, so already we are worried. What, after all, is about to go wrong?<br /><br />A lot. In truly Hitchcock fashion, it is a purely innocent man (nearly always a man) who faces injustice, who is trapped by circumstance threatening what is most valuable to him. The innocent in this case, tennis player Guy Haynes, is played with an innocence that is believable--his collegiate politeness in that first scene, for example, as he realizes the other man is a little cuckoo, is just what you or I might do. The not-so-innocent man is the self- absorbed and scarily intelligent spoiled child, Bruno Anthony, played with utter brilliance by Robert Walker. (This uncanny performance is equivalent to that of another Hitchcock wacko, played by Anthony Perkins in Psycho.) So from scene one, on the train (and the train, really gorgeous!), we have the two leads and we have the mind-blowing and utterly simple and ultimately devastating plot, from the first novel by Patricia Highsmith, who also wrote the books behind the two Mr. Ripley movies. And it doesn't hurt that the screenplay was co- written by Raymond Chandler himself, who knows something about economy and clever dialog. And crime.<br /><br />And of course there is more than just the first scene. What to note? Well, that smarty of a senator's daughter (I thought she was terrific) is Hitchcock's daughter, Patricia, who is still with us (as of 2009; she also had a role in Psycho). And there is a characteristic landmark location for a key scene in the film--the tennis courts in the Hamptons, known to us as the site of the U.S. Open. The fantastic last full scene with the carousel is the only place where Hitchcock moves into a kind of slow and steady montage, building up the suspense by making it surreal. The fear gets positively fattening with the laughing children and the old man crawling underneath it all. And when it collapses in a crash--that's all backprojected on a set, one of the more naturalistic uses by a director known for not worrying about the realism of his back projections.<br /><br />The photography is that perfect Hollywood stunning without becoming so stylized (as in some noir films) that it is an object in its own right. Look again at the first scene, or the shooting (and editing) of Haynes entering the house for what the audience thinks is a murder. This is sophisticated construction. When we are not completely surprised that it's Bruno in the bed, that only proves that the director has us on our toes. Something unexpected is always expected.<br /><br />Are there glitches? Who knows? It depends on what kind of falseness you can accept (or embrace) as beautiful style. The scene where Bruno is choking the old woman at a party is both brilliant (the woman, played by Norma Varden, is a caricature so believable it takes your breath away) and marred by his looking at the senator's daughter and being triggered into a deadly trance by her glasses, and her resemblance to his earlier victim. This is a mid-20th Century idea of psychology that intrudes on many of Hitchcock's efforts. (The end of Psycho, for starters.)<br /><br />The Wikipedia article on the film smartly emphasizes the consistent doubling of things in the movie, from the main characters to the murder victim and the senator's daughter. This echoes in lots of little ways--two men trail him to the tennis court, two men accompany the victim to the amusement park, and so on. There can be too much made of this, but it does supply an aesthetic consistency above and below our consciousness. Don't forget, there are meant to be two murders--it is the lack of the second murder, the inability to create a doubling in that case, that causes Bruno to unravel.<br /><br />Walker the actor had emotional problems and was institutionalized in the year before this movie was shot, and just afterwards, he died from a reaction to a drug used to calm one of his outbursts. Though he appeared in other films, Strangers on a Train is easily his tour-de- force. Farley Granger had a long career that never quite saw him break into true stardom, though his style can have a peculiar nervous sweetness that really works, especially in They Live by Night. <br /><br />And if you watch this one for the first or third time, do look for the chilling and hilarious scene at the tennis match where the crowd's heads all move back and forth in unison-- except for Bruno's. He is staring out without moving his head straight at us. As the trailer for the movie says, after this movie, you won't be talking to ""strangers on a train.""",positive
"This film is a twisted nonsense of a movie, set in Japan about a dysfunctional family who end up with a strange violent guest who just sits back and watches the 4 members of the family at their worst. Nothing is sacred in this movie, with sex drugs and violence stretched to such a limit i'm surprised it got past the censors.<br /><br />Overall, i think it will appeal only to those whom we shouldn't be encouraging, rather than any supposed underlying message coming out for the rest of us to consider. A film that panders to the worst element in society and is in anyway utter gash... A disappointment from a man who made the sublime Dead or Alive and Audition movies.",negative
"Not a very good movie but according to the info it's pretty accurate in depicting torture techniques. The purpose of the film was to show the brutality of the NK POW camps and that's done effectively enough, with surprising frankness for the time. Whatever technical flaws exist (and there are plenty) by watching this you'll see a forgotten corner of a forgotten war and some pretty nasty stuff - again, nasty because it's being done north of the DMZ and not in Guantanamo Bay.<br /><br />I don't think any of the Korean veterans brought up his torture when running for office, and if you watch the movies like this one and Pork Chop Hill in comparison to the Vietnam films. I don't know if it was the people in '54 being trapped in the WWII concepts (the boys tend to wisecrack a lot) or the war or what, but it's interesting to see this from the same system that 16 years later would be making movies like ""Go Tell The Spartans"".",negative
"This silly movie is really fun for the younger audiences. Its heros are a couple of dud detectives whose sophomoric attitudes lead them down some very silly roads. Chasing the big murder case, you will see these detectives go to every length to solve the crime. No nudity, but lots of sexual implication, slapstick silliness...everything adolescents go for. Low budget, but very entertaining. Definite cult classic potential.",positive
"During the brief Golden Age of the Super 8 Magnetic Sound Home Movies, we purchased a GAF Projector for $148.00 on close-out at a Downtown Chicago Camera Store. It seemed that GAF was getting out of the Camera & Projector Business; although they would continue with their other enterprises, such as the former Sawyer's Vue-Master 3 Dimensional color slide viewers.<br /><br />Little did we know nor anticipate the rapid approach of the Video Camera, the Betamax, the VHS and the eventual DVD revolutions. With the Super 8 Magnetic Sound Camera that we also purchased, we took some sound film records as our Daughter, Jenn's First Holy Communion and her younger Sister, Michelle's Graduation from Pre-School. This was all circa 1979-82.<br /><br />During this time we also purchased a few Daddy Toys to go with it; like some Super 8 Magnetic Sound LAUREL & HARDY Films and W.C. FIELDS' Shorts from Blackhawk Films, Davenport, Iowa. We also picked up a Columbia Pictures Home Movies Sound Film of a then sort of forgotten Classic Cartoon, UPA's GERALD McBOING-BOING (United Productions of America/Columbia, 1951). It was THE hit of our Home Movies Time! <br /><br />Being members of that Baby Boomer Generation, the Wife (Deanna) and meself had recollection of the Character of Gerald McBoing-Boing; for Gerald had a Network TV Show on CBS, early Sunday Evenings, ca. 1955. Bill Goodwin was the Announcer/Host. But we had never seen this original UPA Theatrical Cartoon; nor was it known to us that the young Master McBoing-Boing was a creation of Dr. Seuss of ""Grinch"", ""Horton"" and ""Mulberry Street"" fame.<br /><br />THE staff assembled was very talent rich and deep. The outstanding production values are apparent. Director Robert Cannon and Supervisoring Director John Hubley were veterans at the top of their craft. Writers were Theodore Geisel (Dr. Seuss, Himself), Phil Eastman and Bill Scott.<br /><br />Mr. Scott is remembered not so much for his writing contributions to UPA, but for being partners with Jay Ward in such Television Properties as ROCKY & BULLWINKLE, MR. PEABODY, FRACTURED FLICKERS, GEORGE OF THE JUNGLE, HOPPITY HOOPER and FRACTURED FLICKERS. With the Jay Ward Productions he was a writer, voice man and Kibitzer-General of the whole company.<br /><br />The cartoon receives its only ""voice"" from the Narrator, Radio/Movie/TV Actor Marvin Miller. Remember him? He was Michael Anthony on the TV Ssries THE MILLIONAIRE (Don Fedderson Productions/CBS Television Network, 1955-60).<br /><br />Bold color schematic and imaginative design went into giving the UPA animations a special feelings of loneliness, fear apprehension and eventual triumph. And, we might add, the animation is definitely of the ""Limited"" Variety.<br /><br />AS with so many great stories, ours starts out with a simple premise; one's being born different. In this case it is young boy Gerald McCloy, who has been born to make sound effects in communicating rather than talking. Kids can be cruel and soon he is dubbed with his not so flattering nick name by a group of youthful taunters chanting: ""Nya, nya, your name's not McCloy; it's Gerald McBoing-Boing, the Noise Making Boy!"" AT this point, the Animation Team does an outstanding job in shifting the emotional gears in the young outcast from happy & carefree to isolated & lonely and finally to depression & despair in not being able to turn to anyone for help and understanding; not even to his Mother and Father.<br /><br />A frighteningly fashioned dark scene involving a highly UPA stylized run away scene involving a Train and an equally stylized Snowfall brings Gerald right to the brink of absolute despair. But then, he is interrupted by a gentleman announcing that young Gerald is wanted by the producer of some Radio Program to provide the sounds for the show down at the Studio.<br /><br />ONCE the premiere show is done with Gerald starring in the Sound Department, he rides off in a huge Limousine (which seems to have anticipated those S-t-r-e-t-c-h Limos of our day) to the cheers and admiration of his Classmates and the World.<br /><br />IT has been said that there are only so many plots and, in that case this story is most likely a variation on The Ugly Duckling; for after all, a sad and lonely boy finds his place in the world and true happiness.<br /><br />NOTE: United Productions of America, or UPA for short, was an outstanding center of creativity in the field of the Animated Cartoon. They were responsible not only for GERALD McBOING-BOING and several sequels and a TV Series, but also the highly popular MR. MAGOO Theatrical Cartoons and subsequent TV Show (with voice talent of Jim Backus), the Classic Original TV Cartoon of FROSTY THE SNOWMAN and the rather bizarre DICK TRACY Cartoon Show (with Tracy's voice rendered by Mr. Everett Sloane!).",positive
"Meaning: if this movie got pitched, scripted, made, released, promoted as something halfway respectable given the constraints (yeah, I know, Springer, sex, violence), where is He?<br /><br />Reminded me of porn movies I saw in college, plot and dialogue wise.... shoulda just done something for the scurrilous porno market, showed penetration and be done with it-- would have made more money, the ultimate point of this exercise....",negative
"Created in 1928, and originally named Mortimer before Walt Disney changed his name (because his wife convinced him), Mickey Mouse has become the staple of the Disney brand. I always thought this cartoon was the first ever cartoon to feature Mickey, it is in fact his third, but it doesn't matter, for a six minute animated short it is enjoyable. The story sees Mickey piloting a steamboat until Captain Pete takes him off the bridge, stopping to pick up cargo, and Minnie Mouse missing the boat. Being lifted on she drops her music sheets and a goat eats them, Mickey helps her crank it's tail and play the tune, and getting some other animals to be percussion, until Pete comes along again to stop him, making Mickey peel potatoes. Mickey Mouse was number 53 on The 100 Greatest Pop Culture Icons, and he was number 31 on The 100 Greatest Cartoons. Very good!",positive
"I think this movie had to be fun to make it, for us it was fun to watch it. The actors look like they have a fun time. My girlfriends like the boy actors and my boyfriends like the girl actors. Not very much do we get to have crazy fun with a movie that is horror make. I see a lot of scary movies and i would watch this one all together once more, or more because we laugh together. If this actors make other scary movies i will watch them. The grander mad man thats chase to kill the actors is very much a good bad man. He make us laugh together the most. i would give this movie a high score if you ask me.<br /><br />I don't know if the market has any more of the movies with the actors, but the main boy is cute. the actor with the grand chest has to be not real. they doesn't look to real.",positive
"I may be a good old boy from Virginia in the Confederate States of America, but this man does it for me. That mustache gets me riled up. I remember when I first saw a video of his. That girl he beat was amazing. The depth of his acting when they cut to his weathered facade was a new level of masculinity. It reminds me of the granite sculptures of our Mt. Rushmore. If I could ask him one question, it would be,""If you were a hot-dog, would you eat yourself?"" Will Orhan be doing a reunion tour? Take note from the greats like Gordon Lightfoot, true music from the heart never fades away. Vive La John Denver. Gracias my friend, O.F.F.L. (Orhan Fan For Life)",positive
"The team of Merian Cooper and Ernest Schoedsack produced a documentary of 50,000 Bakhtiari people and their animals on the Summer migration to winter grazing. The basic worth of this film today is as a time capsule of a ""forgotten people"" and how they lived during what we in the West knew as the ""roaring twenties."" A more drastic contrast could not be imagined. Raging river and barefoot mountain crossings are brutally realistic and the animals that disappear under the water do in fact die. To make sure that the audience of the time believed that the story took place, a signed certificate of authenticity is offered up at the end. The version that I saw had fascinating Iranian music that can stand alone and be appreciated without the film. Having said all this, the film is probably of more value to the anthropologist than the casual viewer in search of a good evening's entertainment. The crew had just barely sufficient stock to take the shots that they recorded and there is no fancy camera work resulting from multiple re-takes. The Western inter-titles detract from the experience but are in fact a part of the record since they demonstrate how Hollywood tried to put their spin on the lives of an indigenous peoples lives so that they would be appreciated by the audience of the day. Off-duty entertainment by desert police becomes a ""policeman's ball."" The producers went on to make the docu-drama Chang (1927) and the totally commercial King Kong (1933). The migration theme is used again in People of the Wind (1976) and in Himalaya (1999). Recommended for those who know in advance what they are getting into -- and then highly recommended for them.",positive
